x,y,match_id,zone
62.1,62.7,3930160,Middle Third - Right
54.5,65.6,3930160,Middle Third - Right
51.4,68.0,3930160,Middle Third - Right
35.7,56.8,3930160,Defensive Third - Right
13.8,23.0,3930160,Defensive Third - Left
8.4,63.6,3930160,Defensive Third - Right
13.7,78.1,3930160,Defensive Third - Right
22.3,77.3,3930160,Defensive Third - Right
45.5,50.1,3930160,Middle Third - Right
41.6,49.6,3930160,Middle Third - Right
12.7,58.8,3930160,Defensive Third - Right
48.8,65.2,3930160,Middle Third - Right
18.0,75.1,3930160,Defensive Third - Right
57.7,16.4,3930160,Middle Third - Left
86.7,51.4,3930160,Attacking Third - Right
105.6,44.4,3930160,Attacking Third - Right
58.2,11.0,3930160,Middle Third - Left
75.3,9.1,3930160,Middle Third - Left
64.9,5.8,3930160,Middle Third - Left
52.1,25.7,3930160,Middle Third - Left
100.0,29.6,3930160,Attacking Third - Left
105.6,30.0,3930160,Attacking Third - Left
79.5,50.2,3930160,Middle Third - Right
29.7,76.8,3930160,Defensive Third - Right
33.7,76.8,3930160,Defensive Third - Right
71.6,4.5,3930160,Middle Third - Left
93.0,44.4,3930160,Attacking Third - Right
98.5,8.4,3930160,Attacking Third - Left
103.8,48.5,3930160,Attacking Third - Right
90.2,19.9,3930160,Attacking Third - Left
97.7,20.4,3930160,Attacking Third - Left
85.5,77.7,3930160,Attacking Third - Right
104.9,48.1,3930160,Attacking Third - Right
57.4,10.2,3930160,Middle Third - Left
55.7,39.3,3930160,Middle Third - Left
15.8,51.9,3930160,Defensive Third - Right
13.3,42.6,3930160,Defensive Third - Right
64.9,77.3,3930160,Middle Third - Right
79.8,59.1,3930160,Middle Third - Right
54.5,9.6,3930160,Middle Third - Left
37.0,4.3,3930160,Defensive Third - Left
44.7,50.2,3930160,Middle Third - Right
71.0,54.1,3930160,Middle Third - Right
83.5,48.1,3930160,Attacking Third - Right
62.7,32.0,3930160,Middle Third - Left
43.5,74.0,3930160,Middle Third - Right
34.5,33.6,3930160,Defensive Third - Left
56.3,9.4,3930160,Middle Third - Left
56.1,21.8,3930160,Middle Third - Left
61.9,27.2,3930160,Middle Third - Left
50.6,76.0,3930160,Middle Third - Right
38.4,19.4,3930160,Defensive Third - Left
33.1,7.6,3930160,Defensive Third - Left
19.0,13.9,3930160,Defensive Third - Left
26.2,10.8,3930160,Defensive Third - Left
35.8,15.3,3930160,Defensive Third - Left
47.8,78.3,3930160,Middle Third - Right
39.6,52.8,3930160,Defensive Third - Right
