passer,recipient,x,y,match_id
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,14.4,62.1,3930172
Daniel Carvajal Ramos,Álvaro Borja Morata Martín,24.2,76.0,3930172
Álvaro Borja Morata Martín,Rodrigo Hernández Cascante,49.0,60.9,3930172
Rodrigo Hernández Cascante,Nicholas Williams Arthuer,44.1,36.7,3930172
Nicholas Williams Arthuer,Marc Cucurella Saseta,101.8,21.3,3930172
Marc Cucurella Saseta,Lamine Yamal Nasraoui Ebana,115.7,15.2,3930172
Unai Simón Mendibil,Rodrigo Hernández Cascante,15.2,34.7,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,43.5,36.7,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,46.5,23.4,3930172
Rodrigo Hernández Cascante,Aymeric Laporte,52.5,44.1,3930172
Aymeric Laporte,Rodrigo Hernández Cascante,56.0,14.4,3930172
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,68.9,37.1,3930172
Robin Aime Robert Le Normand,Aymeric Laporte,66.4,52.3,3930172
Aymeric Laporte,Nicholas Williams Arthuer,67.2,15.8,3930172
Pedro González López,Álvaro Borja Morata Martín,84.6,21.1,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,79.7,19.5,3930172
Fabián Ruiz Peña,Robin Aime Robert Le Normand,76.0,17.9,3930172
Robin Aime Robert Le Normand,Aymeric Laporte,62.7,49.4,3930172
Aymeric Laporte,Fabián Ruiz Peña,62.9,25.4,3930172
Fabián Ruiz Peña,Robin Aime Robert Le Normand,71.9,27.3,3930172
Robin Aime Robert Le Normand,Pedro González López,63.9,55.1,3930172
Pedro González López,Lamine Yamal Nasraoui Ebana,75.8,51.5,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,40.4,40.8,3930172
Fabián Ruiz Peña,Álvaro Borja Morata Martín,45.7,33.8,3930172
Aymeric Laporte,Fabián Ruiz Peña,28.3,13.2,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,40.2,4.4,3930172
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,48.4,29.3,3930172
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,63.7,60.0,3930172
Rodrigo Hernández Cascante,Lamine Yamal Nasraoui Ebana,65.6,46.5,3930172
Lamine Yamal Nasraoui Ebana,Robin Aime Robert Le Normand,70.9,73.4,3930172
Robin Aime Robert Le Normand,Aymeric Laporte,54.5,54.9,3930172
Aymeric Laporte,Marc Cucurella Saseta,75.0,16.0,3930172
Marc Cucurella Saseta,Aymeric Laporte,87.3,4.1,3930172
Aymeric Laporte,Rodrigo Hernández Cascante,68.6,11.1,3930172
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,69.5,32.2,3930172
Robin Aime Robert Le Normand,Lamine Yamal Nasraoui Ebana,77.5,50.2,3930172
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,98.9,76.4,3930172
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,78.7,74.0,3930172
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,70.9,64.1,3930172
Robin Aime Robert Le Normand,Aymeric Laporte,61.7,44.9,3930172
Aymeric Laporte,Robin Aime Robert Le Normand,69.3,25.4,3930172
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,65.6,39.4,3930172
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,71.1,54.9,3930172
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,85.0,75.6,3930172
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,80.3,76.0,3930172
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,64.1,63.5,3930172
Robin Aime Robert Le Normand,Aymeric Laporte,47.6,37.7,3930172
Aymeric Laporte,Marc Cucurella Saseta,56.6,11.3,3930172
Marc Cucurella Saseta,Álvaro Borja Morata Martín,70.3,2.3,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,68.9,12.7,3930172
Rodrigo Hernández Cascante,Nicholas Williams Arthuer,77.7,17.0,3930172
Nicholas Williams Arthuer,Rodrigo Hernández Cascante,95.1,2.3,3930172
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,87.9,15.2,3930172
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,81.8,41.6,3930172
Daniel Carvajal Ramos,Aymeric Laporte,78.9,62.7,3930172
Aymeric Laporte,Robin Aime Robert Le Normand,42.0,8.5,3930172
Robin Aime Robert Le Normand,Aymeric Laporte,43.1,48.2,3930172
Aymeric Laporte,Rodrigo Hernández Cascante,47.6,20.9,3930172
Rodrigo Hernández Cascante,Pedro González López,60.2,24.2,3930172
Fabián Ruiz Peña,Daniel Carvajal Ramos,60.2,40.2,3930172
Daniel Carvajal Ramos,Pedro González López,59.6,62.7,3930172
Pedro González López,Daniel Carvajal Ramos,76.4,61.7,3930172
Daniel Carvajal Ramos,Fabián Ruiz Peña,68.9,60.0,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,73.4,51.4,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,70.9,45.5,3930172
Fabián Ruiz Peña,Pedro González López,75.0,58.8,3930172
Pedro González López,Robin Aime Robert Le Normand,77.0,62.9,3930172
Robin Aime Robert Le Normand,Fabián Ruiz Peña,54.9,53.1,3930172
Fabián Ruiz Peña,Pedro González López,63.5,66.6,3930172
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,51.6,62.7,3930172
Daniel Carvajal Ramos,Pedro González López,68.8,76.4,3930172
Pedro González López,Fabián Ruiz Peña,94.0,58.6,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,90.1,45.3,3930172
Rodrigo Hernández Cascante,Marc Cucurella Saseta,85.2,37.7,3930172
Marc Cucurella Saseta,Nicholas Williams Arthuer,88.7,13.6,3930172
Nicholas Williams Arthuer,Pedro González López,111.4,21.1,3930172
Marc Cucurella Saseta,Pedro González López,105.9,10.7,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,12.9,6.2,3930172
Rodrigo Hernández Cascante,Aymeric Laporte,23.8,6.8,3930172
Aymeric Laporte,Fabián Ruiz Peña,18.7,26.9,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,53.5,36.9,3930172
Rodrigo Hernández Cascante,Marc Cucurella Saseta,54.7,21.1,3930172
Marc Cucurella Saseta,Aymeric Laporte,55.3,5.8,3930172
Aymeric Laporte,Robin Aime Robert Le Normand,49.6,29.1,3930172
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,55.5,59.4,3930172
Daniel Carvajal Ramos,Álvaro Borja Morata Martín,62.1,73.6,3930172
Robin Aime Robert Le Normand,Álvaro Borja Morata Martín,52.9,53.9,3930172
Álvaro Borja Morata Martín,Pedro González López,69.1,49.0,3930172
Marc Cucurella Saseta,Unai Simón Mendibil,48.2,24.6,3930172
Unai Simón Mendibil,Robin Aime Robert Le Normand,18.3,45.5,3930172
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,32.2,53.7,3930172
Daniel Carvajal Ramos,Unai Simón Mendibil,34.7,71.1,3930172
Unai Simón Mendibil,Aymeric Laporte,12.7,40.0,3930172
Aymeric Laporte,Unai Simón Mendibil,30.1,18.5,3930172
Unai Simón Mendibil,Álvaro Borja Morata Martín,19.1,39.0,3930172
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,63.0,80.0,3930172
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,50.9,56.2,3930172
Robin Aime Robert Le Normand,Unai Simón Mendibil,37.2,67.5,3930172
Unai Simón Mendibil,Álvaro Borja Morata Martín,15.6,40.8,3930172
Álvaro Borja Morata Martín,Lamine Yamal Nasraoui Ebana,58.2,54.8,3930172
Daniel Carvajal Ramos,Pedro González López,86.3,80.0,3930172
Pedro González López,Rodrigo Hernández Cascante,82.9,51.5,3930172
Rodrigo Hernández Cascante,Pedro González López,79.6,61.8,3930172
Pedro González López,Daniel Carvajal Ramos,84.6,50.9,3930172
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,82.9,73.6,3930172
Rodrigo Hernández Cascante,Aymeric Laporte,79.0,38.1,3930172
Aymeric Laporte,Marc Cucurella Saseta,86.0,10.4,3930172
Marc Cucurella Saseta,Aymeric Laporte,95.6,3.5,3930172
Aymeric Laporte,Robin Aime Robert Le Normand,75.4,15.1,3930172
Robin Aime Robert Le Normand,Lamine Yamal Nasraoui Ebana,62.4,50.6,3930172
Marc Cucurella Saseta,Rodrigo Hernández Cascante,67.7,44.1,3930172
Rodrigo Hernández Cascante,Pedro González López,68.0,52.1,3930172
Pedro González López,Rodrigo Hernández Cascante,75.4,51.8,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,68.3,55.3,3930172
Fabián Ruiz Peña,Aymeric Laporte,65.0,40.2,3930172
Aymeric Laporte,Robin Aime Robert Le Normand,50.3,31.4,3930172
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,57.0,45.2,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,72.4,47.9,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,78.4,37.8,3930172
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,76.6,55.6,3930172
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,99.4,75.2,3930172
Lamine Yamal Nasraoui Ebana,Rodrigo Hernández Cascante,93.4,73.0,3930172
Rodrigo Hernández Cascante,Lamine Yamal Nasraoui Ebana,83.7,57.3,3930172
Lamine Yamal Nasraoui Ebana,Fabián Ruiz Peña,91.7,57.3,3930172
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,68.9,61.8,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,86.7,57.6,3930172
Lamine Yamal Nasraoui Ebana,Nicholas Williams Arthuer,120.0,80.0,3930172
Nicholas Williams Arthuer,Fabián Ruiz Peña,110.0,71.9,3930172
Fabián Ruiz Peña,Nicholas Williams Arthuer,97.9,68.9,3930172
Aymeric Laporte,Unai Simón Mendibil,6.0,32.2,3930172
Unai Simón Mendibil,Rodrigo Hernández Cascante,16.8,40.5,3930172
Rodrigo Hernández Cascante,Marc Cucurella Saseta,66.2,41.6,3930172
Marc Cucurella Saseta,Fabián Ruiz Peña,83.4,4.9,3930172
Fabián Ruiz Peña,Robin Aime Robert Le Normand,71.0,18.4,3930172
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,62.7,52.3,3930172
Daniel Carvajal Ramos,Aymeric Laporte,71.6,63.6,3930172
Aymeric Laporte,Pedro González López,77.4,19.8,3930172
Pedro González López,Rodrigo Hernández Cascante,86.0,31.9,3930172
Marc Cucurella Saseta,Unai Simón Mendibil,26.9,26.4,3930172
Rodrigo Hernández Cascante,Nicholas Williams Arthuer,52.6,42.2,3930172
Nicholas Williams Arthuer,Álvaro Borja Morata Martín,71.9,26.4,3930172
Álvaro Borja Morata Martín,Nicholas Williams Arthuer,74.2,19.8,3930172
Nicholas Williams Arthuer,Fabián Ruiz Peña,105.3,9.6,3930172
Fabián Ruiz Peña,Nicholas Williams Arthuer,92.3,18.4,3930172
Nicholas Williams Arthuer,Álvaro Borja Morata Martín,103.3,8.8,3930172
Fabián Ruiz Peña,Nicholas Williams Arthuer,97.9,25.9,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,93.7,17.6,3930172
Fabián Ruiz Peña,Pedro González López,93.4,26.9,3930172
Lamine Yamal Nasraoui Ebana,Fabián Ruiz Peña,107.1,58.6,3930172
Fabián Ruiz Peña,Daniel Carvajal Ramos,97.0,52.1,3930172
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,111.6,59.5,3930172
Fabián Ruiz Peña,Pedro González López,99.7,52.3,3930172
Aymeric Laporte,Fabián Ruiz Peña,44.3,19.2,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,47.3,22.5,3930172
Rodrigo Hernández Cascante,Lamine Yamal Nasraoui Ebana,67.4,36.9,3930172
Lamine Yamal Nasraoui Ebana,Rodrigo Hernández Cascante,88.7,73.0,3930172
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,76.0,55.9,3930172
Robin Aime Robert Le Normand,Aymeric Laporte,63.0,45.2,3930172
Aymeric Laporte,Marc Cucurella Saseta,79.9,17.9,3930172
Marc Cucurella Saseta,Aymeric Laporte,97.3,2.7,3930172
Aymeric Laporte,Marc Cucurella Saseta,92.9,3.5,3930172
Aymeric Laporte,Nicholas Williams Arthuer,96.7,3.5,3930172
Marc Cucurella Saseta,Fabián Ruiz Peña,28.0,25.4,3930172
Fabián Ruiz Peña,Nicholas Williams Arthuer,64.4,26.6,3930172
Nicholas Williams Arthuer,Fabián Ruiz Peña,98.1,18.6,3930172
Fabián Ruiz Peña,Álvaro Borja Morata Martín,89.6,23.6,3930172
Aymeric Laporte,Rodrigo Hernández Cascante,14.2,31.9,3930172
Rodrigo Hernández Cascante,Aymeric Laporte,29.2,47.6,3930172
Aymeric Laporte,Marc Cucurella Saseta,35.2,20.9,3930172
Marc Cucurella Saseta,Fabián Ruiz Peña,44.7,3.2,3930172
Fabián Ruiz Peña,Marc Cucurella Saseta,63.9,2.9,3930172
Marc Cucurella Saseta,Aymeric Laporte,43.7,2.9,3930172
Aymeric Laporte,Unai Simón Mendibil,10.6,19.8,3930172
Unai Simón Mendibil,Marc Cucurella Saseta,8.2,40.2,3930172
Marc Cucurella Saseta,Nicholas Williams Arthuer,28.0,8.8,3930172
Nicholas Williams Arthuer,Fabián Ruiz Peña,91.4,8.5,3930172
Fabián Ruiz Peña,Robin Aime Robert Le Normand,79.6,9.6,3930172
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,71.6,52.1,3930172
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,72.4,65.3,3930172
Robin Aime Robert Le Normand,Aymeric Laporte,63.0,53.5,3930172
Aymeric Laporte,Robin Aime Robert Le Normand,63.0,24.8,3930172
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,60.3,58.6,3930172
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,63.0,72.5,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,54.7,51.8,3930172
Fabián Ruiz Peña,Nicholas Williams Arthuer,63.0,23.1,3930172
Nicholas Williams Arthuer,Marc Cucurella Saseta,77.7,6.8,3930172
Marc Cucurella Saseta,Fabián Ruiz Peña,64.7,3.5,3930172
Fabián Ruiz Peña,Aymeric Laporte,58.6,9.1,3930172
Aymeric Laporte,Rodrigo Hernández Cascante,48.2,14.8,3930172
Rodrigo Hernández Cascante,Pedro González López,54.7,38.5,3930172
Pedro González López,Álvaro Borja Morata Martín,92.6,35.5,3930172
Fabián Ruiz Peña,Nicholas Williams Arthuer,90.6,15.9,3930172
Nicholas Williams Arthuer,Fabián Ruiz Peña,99.1,19.5,3930172
Rodrigo Hernández Cascante,Marc Cucurella Saseta,85.4,19.5,3930172
Marc Cucurella Saseta,Aymeric Laporte,78.4,6.8,3930172
Aymeric Laporte,Rodrigo Hernández Cascante,64.4,8.5,3930172
Rodrigo Hernández Cascante,Marc Cucurella Saseta,72.4,13.5,3930172
Marc Cucurella Saseta,Fabián Ruiz Peña,76.9,3.5,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,84.6,3.5,3930172
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,76.0,16.5,3930172
Robin Aime Robert Le Normand,Nicholas Williams Arthuer,73.6,49.9,3930172
Nicholas Williams Arthuer,Fabián Ruiz Peña,107.7,10.9,3930172
Robin Aime Robert Le Normand,Pedro González López,41.3,48.8,3930172
Pedro González López,Lamine Yamal Nasraoui Ebana,49.6,44.1,3930172
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,65.6,73.9,3930172
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,57.9,74.9,3930172
Rodrigo Hernández Cascante,Aymeric Laporte,56.5,39.6,3930172
Aymeric Laporte,Nicholas Williams Arthuer,64.2,6.2,3930172
Nicholas Williams Arthuer,Pedro González López,92.3,12.9,3930172
Pedro González López,Nicholas Williams Arthuer,108.9,23.4,3930172
Marc Cucurella Saseta,Robin Aime Robert Le Normand,55.0,0.1,3930172
Robin Aime Robert Le Normand,Aymeric Laporte,42.3,51.5,3930172
Aymeric Laporte,Unai Simón Mendibil,22.8,24.2,3930172
Unai Simón Mendibil,Robin Aime Robert Le Normand,13.2,44.9,3930172
Robin Aime Robert Le Normand,Pedro González López,13.2,67.2,3930172
Nicholas Williams Arthuer,Rodrigo Hernández Cascante,87.3,11.8,3930172
Rodrigo Hernández Cascante,Lamine Yamal Nasraoui Ebana,99.1,12.4,3930172
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,95.9,69.5,3930172
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,108.0,66.6,3930172
Daniel Carvajal Ramos,Fabián Ruiz Peña,110.3,80.0,3930172
Fabián Ruiz Peña,Daniel Carvajal Ramos,87.6,70.0,3930172
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,104.1,75.5,3930172
Lamine Yamal Nasraoui Ebana,Fabián Ruiz Peña,96.7,74.2,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,84.0,66.9,3930172
Rodrigo Hernández Cascante,Marc Cucurella Saseta,78.7,23.9,3930172
Marc Cucurella Saseta,Aymeric Laporte,98.9,2.9,3930172
Aymeric Laporte,Nicholas Williams Arthuer,82.9,10.9,3930172
Nicholas Williams Arthuer,Aymeric Laporte,91.4,10.4,3930172
Aymeric Laporte,Unai Simón Mendibil,51.2,12.9,3930172
Unai Simón Mendibil,Daniel Carvajal Ramos,30.5,47.1,3930172
Daniel Carvajal Ramos,Pedro González López,63.9,77.8,3930172
Pedro González López,Álvaro Borja Morata Martín,90.1,42.6,3930172
Daniel Carvajal Ramos,Fabián Ruiz Peña,85.7,80.0,3930172
Fabián Ruiz Peña,Aymeric Laporte,70.4,57.6,3930172
Aymeric Laporte,Robin Aime Robert Le Normand,62.7,32.5,3930172
Robin Aime Robert Le Normand,Unai Simón Mendibil,42.9,57.6,3930172
Unai Simón Mendibil,Rodrigo Hernández Cascante,15.9,39.9,3930172
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,26.3,44.1,3930172
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,23.9,68.9,3930172
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,34.6,77.2,3930172
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,58.2,72.8,3930172
Rodrigo Hernández Cascante,Aymeric Laporte,58.2,38.8,3930172
Aymeric Laporte,Marc Cucurella Saseta,55.9,11.8,3930172
Fabián Ruiz Peña,Pedro González López,85.4,8.5,3930172
Pedro González López,Marc Cucurella Saseta,93.4,9.9,3930172
Aymeric Laporte,Unai Simón Mendibil,45.2,17.4,3930172
Unai Simón Mendibil,Lamine Yamal Nasraoui Ebana,26.9,34.4,3930172
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,85.1,80.0,3930172
Lamine Yamal Nasraoui Ebana,Nicholas Williams Arthuer,90.9,55.1,3930172
Nicholas Williams Arthuer,Lamine Yamal Nasraoui Ebana,106.9,20.6,3930172
Unai Simón Mendibil,Fabián Ruiz Peña,6.0,44.6,3930172
Aymeric Laporte,Pedro González López,36.6,23.9,3930172
Pedro González López,Álvaro Borja Morata Martín,74.9,28.6,3930172
Robin Aime Robert Le Normand,Unai Simón Mendibil,47.3,38.8,3930172
Unai Simón Mendibil,Nicholas Williams Arthuer,19.2,39.9,3930172
Álvaro Borja Morata Martín,Rodrigo Hernández Cascante,61.0,40.1,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,50.8,42.7,3930172
Fabián Ruiz Peña,Robin Aime Robert Le Normand,49.1,31.0,3930172
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,47.5,57.1,3930172
Daniel Carvajal Ramos,Pedro González López,54.7,75.8,3930172
Pedro González López,Lamine Yamal Nasraoui Ebana,73.4,74.3,3930172
Lamine Yamal Nasraoui Ebana,Pedro González López,77.0,78.7,3930172
Pedro González López,Rodrigo Hernández Cascante,76.8,74.9,3930172
Fabián Ruiz Peña,Marc Cucurella Saseta,62.7,42.5,3930172
Marc Cucurella Saseta,Aymeric Laporte,65.5,23.8,3930172
Aymeric Laporte,Robin Aime Robert Le Normand,55.4,30.0,3930172
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,41.6,46.4,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,47.2,35.8,3930172
Fabián Ruiz Peña,Daniel Carvajal Ramos,49.1,53.4,3930172
Daniel Carvajal Ramos,Fabián Ruiz Peña,57.7,77.0,3930172
Daniel Carvajal Ramos,Pedro González López,51.2,51.3,3930172
Pedro González López,Lamine Yamal Nasraoui Ebana,78.9,60.5,3930172
Lamine Yamal Nasraoui Ebana,Pedro González López,98.6,64.6,3930172
Lamine Yamal Nasraoui Ebana,Pedro González López,99.2,56.0,3930172
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,91.4,55.6,3930172
Lamine Yamal Nasraoui Ebana,Robin Aime Robert Le Normand,120.0,80.0,3930172
Marc Cucurella Saseta,Pedro González López,71.7,44.2,3930172
Pedro González López,Lamine Yamal Nasraoui Ebana,77.3,21.5,3930172
Fabián Ruiz Peña,Nicholas Williams Arthuer,93.5,34.4,3930172
Fabián Ruiz Peña,Nicholas Williams Arthuer,90.6,25.3,3930172
Nicholas Williams Arthuer,Fabián Ruiz Peña,98.8,11.3,3930172
Fabián Ruiz Peña,Álvaro Borja Morata Martín,91.6,13.5,3930172
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,89.8,48.0,3930172
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,78.3,62.4,3930172
Robin Aime Robert Le Normand,Fabián Ruiz Peña,57.2,47.0,3930172
Fabián Ruiz Peña,Marc Cucurella Saseta,67.4,36.2,3930172
Marc Cucurella Saseta,Nicholas Williams Arthuer,90.4,3.9,3930172
Marc Cucurella Saseta,Aymeric Laporte,103.5,0.1,3930172
Aymeric Laporte,Rodrigo Hernández Cascante,83.8,6.2,3930172
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,71.1,28.3,3930172
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,69.0,57.1,3930172
Daniel Carvajal Ramos,Pedro González López,78.5,76.9,3930172
Pedro González López,Lamine Yamal Nasraoui Ebana,111.7,60.9,3930172
Unai Simón Mendibil,Fabián Ruiz Peña,15.8,53.8,3930172
Fabián Ruiz Peña,Robin Aime Robert Le Normand,51.2,26.3,3930172
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,47.1,57.1,3930172
Daniel Carvajal Ramos,Pedro González López,54.3,72.4,3930172
Pedro González López,Lamine Yamal Nasraoui Ebana,68.2,72.0,3930172
Lamine Yamal Nasraoui Ebana,Pedro González López,93.5,76.3,3930172
Pedro González López,Rodrigo Hernández Cascante,84.4,72.9,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,83.2,65.1,3930172
Fabián Ruiz Peña,Nicholas Williams Arthuer,84.4,43.5,3930172
Nicholas Williams Arthuer,Marc Cucurella Saseta,107.5,11.3,3930172
Marc Cucurella Saseta,Pedro González López,117.8,24.7,3930172
Nicholas Williams Arthuer,Rodrigo Hernández Cascante,99.8,24.0,3930172
Rodrigo Hernández Cascante,Aymeric Laporte,84.0,37.3,3930172
Aymeric Laporte,Marc Cucurella Saseta,84.0,26.9,3930172
Marc Cucurella Saseta,Fabián Ruiz Peña,99.8,5.1,3930172
Fabián Ruiz Peña,Aymeric Laporte,90.8,10.0,3930172
Aymeric Laporte,Nicholas Williams Arthuer,84.5,18.0,3930172
Aymeric Laporte,Pedro González López,84.2,15.2,3930172
Fabián Ruiz Peña,Marc Cucurella Saseta,91.6,13.1,3930172
Marc Cucurella Saseta,Fabián Ruiz Peña,98.8,4.1,3930172
Fabián Ruiz Peña,Pedro González López,93.9,14.6,3930172
Unai Simón Mendibil,Aymeric Laporte,6.7,56.6,3930172
Aymeric Laporte,Rodrigo Hernández Cascante,23.3,33.8,3930172
Rodrigo Hernández Cascante,Unai Simón Mendibil,47.7,43.1,3930172
Unai Simón Mendibil,Aymeric Laporte,19.8,41.0,3930172
Aymeric Laporte,Fabián Ruiz Peña,37.0,31.4,3930172
Fabián Ruiz Peña,Marc Cucurella Saseta,56.9,27.7,3930172
Marc Cucurella Saseta,Nicholas Williams Arthuer,79.5,6.0,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,73.0,15.2,3930172
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,78.9,26.3,3930172
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,85.0,70.6,3930172
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,100.1,71.4,3930172
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,107.0,60.3,3930172
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,108.4,60.5,3930172
Rodrigo Hernández Cascante,Marc Cucurella Saseta,94.7,59.5,3930172
Marc Cucurella Saseta,Nicholas Williams Arthuer,95.7,19.3,3930172
Nicholas Williams Arthuer,Álvaro Borja Morata Martín,113.8,13.7,3930172
Aymeric Laporte,Rodrigo Hernández Cascante,48.1,20.3,3930172
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,52.9,27.5,3930172
Robin Aime Robert Le Normand,Unai Simón Mendibil,35.0,35.6,3930172
Unai Simón Mendibil,Pedro González López,16.7,48.5,3930172
Lamine Yamal Nasraoui Ebana,Pedro González López,98.2,63.4,3930172
Marc Cucurella Saseta,Fabián Ruiz Peña,65.8,4.7,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,60.7,11.7,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,64.1,26.3,3930172
Fabián Ruiz Peña,Pedro González López,62.5,27.9,3930172
Pedro González López,Nicholas Williams Arthuer,81.1,23.8,3930172
Nicholas Williams Arthuer,Fabián Ruiz Peña,99.2,5.1,3930172
Fabián Ruiz Peña,Rodrigo Hernández Cascante,85.1,10.3,3930172
Rodrigo Hernández Cascante,Fabián Ruiz Peña,83.4,17.2,3930172
Fabián Ruiz Peña,Aymeric Laporte,67.2,32.0,3930172
Aymeric Laporte,Rodrigo Hernández Cascante,56.9,22.4,3930172
Rodrigo Hernández Cascante,Pedro González López,65.8,13.1,3930172
Marc Cucurella Saseta,Aymeric Laporte,61.5,0.1,3930172
Aymeric Laporte,Robin Aime Robert Le Normand,37.4,5.3,3930172
Robin Aime Robert Le Normand,Unai Simón Mendibil,19.4,55.4,3930172
Unai Simón Mendibil,Aymeric Laporte,11.6,30.1,3930172
Aymeric Laporte,Marc Cucurella Saseta,15.2,16.2,3930172
Marc Cucurella Saseta,Fabián Ruiz Peña,28.8,2.5,3930172
Fabián Ruiz Peña,Pedro González López,73.3,8.0,3930172
Pedro González López,Álvaro Borja Morata Martín,77.7,41.3,3930172
Nicholas Williams Arthuer,Robin Aime Robert Le Normand,120.0,0.1,3930172
Daniel Carvajal Ramos,Marc Cucurella Saseta,98.2,33.0,3930172
Marc Cucurella Saseta,Unai Simón Mendibil,70.7,45.3,3930172
Unai Simón Mendibil,Fabián Ruiz Peña,36.2,40.2,3930172
Fabián Ruiz Peña,Aymeric Laporte,48.9,11.9,3930172
Aymeric Laporte,Rodrigo Hernández Cascante,42.5,10.3,3930172
Rodrigo Hernández Cascante,Pedro González López,35.0,28.1,3930172
Pedro González López,Robin Aime Robert Le Normand,57.5,48.2,3930172
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,42.0,75.1,3930172
Rodrigo Hernández Cascante,Aymeric Laporte,34.5,67.8,3930172
Aymeric Laporte,Unai Simón Mendibil,36.8,31.2,3930172
