passer,recipient,x,y,match_id
Rodrigo Hernández Cascante,Fabián Ruiz Peña,70.1,36.9,3942752
Fabián Ruiz Peña,Aymeric Laporte,72.9,21.6,3942752
Aymeric Laporte,Rodrigo Hernández Cascante,65.3,25.9,3942752
Rodrigo Hernández Cascante,Marc Cucurella Saseta,83.9,29.6,3942752
Marc Cucurella Saseta,Daniel Olmo Carvajal,84.6,10.8,3942752
Daniel Olmo Carvajal,José Ignacio Fernández Iglesias,77.1,35.2,3942752
José Ignacio Fernández Iglesias,Daniel Vivian Moreno,70.5,61.7,3942752
Daniel Vivian Moreno,Unai Simón Mendibil,56.7,54.6,3942752
Unai Simón Mendibil,Aymeric Laporte,28.4,41.5,3942752
Aymeric Laporte,Unai Simón Mendibil,36.8,28.1,3942752
Unai Simón Mendibil,Daniel Vivian Moreno,18.6,39.1,3942752
Daniel Vivian Moreno,Lamine Yamal Nasraoui Ebana,40.2,62.4,3942752
Fabián Ruiz Peña,Nicholas Williams Arthuer,8.8,35.8,3942752
Aymeric Laporte,Unai Simón Mendibil,7.0,33.4,3942752
Unai Simón Mendibil,Mikel Oyarzabal Ugarte,8.4,42.1,3942752
Mikel Merino Zazón,Rodrigo Hernández Cascante,72.5,14.8,3942752
Rodrigo Hernández Cascante,Fabián Ruiz Peña,62.2,33.6,3942752
Fabián Ruiz Peña,Daniel Vivian Moreno,67.5,44.0,3942752
Daniel Vivian Moreno,José Ignacio Fernández Iglesias,50.5,53.5,3942752
José Ignacio Fernández Iglesias,Fabián Ruiz Peña,58.8,71.4,3942752
Fabián Ruiz Peña,Daniel Vivian Moreno,49.5,66.4,3942752
Daniel Vivian Moreno,Unai Simón Mendibil,34.5,66.0,3942752
Unai Simón Mendibil,Fabián Ruiz Peña,14.4,44.5,3942752
Fabián Ruiz Peña,Unai Simón Mendibil,28.6,45.5,3942752
Unai Simón Mendibil,Marc Cucurella Saseta,10.9,37.8,3942752
Unai Simón Mendibil,Mikel Merino Zazón,7.0,34.6,3942752
Mikel Merino Zazón,Nicholas Williams Arthuer,78.8,9.2,3942752
Nicholas Williams Arthuer,Mikel Oyarzabal Ugarte,91.7,11.7,3942752
Mikel Oyarzabal Ugarte,Nicholas Williams Arthuer,102.8,16.0,3942752
José Ignacio Fernández Iglesias,Mikel Merino Zazón,9.1,80.0,3942752
Mikel Merino Zazón,Rodrigo Hernández Cascante,31.7,76.7,3942752
Mikel Merino Zazón,Lamine Yamal Nasraoui Ebana,34.8,74.5,3942752
José Ignacio Fernández Iglesias,Mikel Merino Zazón,44.1,69.2,3942752
Mikel Merino Zazón,Lamine Yamal Nasraoui Ebana,66.5,67.9,3942752
Lamine Yamal Nasraoui Ebana,Mikel Oyarzabal Ugarte,70.1,77.7,3942752
José Ignacio Fernández Iglesias,Rodrigo Hernández Cascante,8.6,59.5,3942752
Rodrigo Hernández Cascante,Mikel Oyarzabal Ugarte,43.0,53.0,3942752
Mikel Oyarzabal Ugarte,Rodrigo Hernández Cascante,48.7,23.4,3942752
Rodrigo Hernández Cascante,Mikel Merino Zazón,56.7,39.3,3942752
Mikel Merino Zazón,Daniel Vivian Moreno,57.0,47.1,3942752
Daniel Vivian Moreno,José Ignacio Fernández Iglesias,42.2,49.4,3942752
José Ignacio Fernández Iglesias,Mikel Merino Zazón,44.3,71.7,3942752
Mikel Merino Zazón,Aymeric Laporte,48.5,54.9,3942752
Aymeric Laporte,Fabián Ruiz Peña,43.0,19.9,3942752
Fabián Ruiz Peña,Marc Cucurella Saseta,51.1,18.0,3942752
Marc Cucurella Saseta,Rodrigo Hernández Cascante,48.9,5.0,3942752
Rodrigo Hernández Cascante,Fabián Ruiz Peña,65.1,29.2,3942752
Fabián Ruiz Peña,Rodrigo Hernández Cascante,69.1,13.8,3942752
Rodrigo Hernández Cascante,Mikel Merino Zazón,64.2,30.9,3942752
Mikel Merino Zazón,Lamine Yamal Nasraoui Ebana,93.5,60.1,3942752
Aymeric Laporte,Unai Simón Mendibil,35.7,28.3,3942752
Unai Simón Mendibil,Mikel Merino Zazón,13.1,42.7,3942752
Mikel Merino Zazón,Mikel Oyarzabal Ugarte,44.6,58.9,3942752
Unai Simón Mendibil,Lamine Yamal Nasraoui Ebana,39.4,37.6,3942752
Unai Simón Mendibil,Lamine Yamal Nasraoui Ebana,6.3,46.4,3942752
Aymeric Laporte,Marc Cucurella Saseta,21.7,15.8,3942752
Marc Cucurella Saseta,Rodrigo Hernández Cascante,30.1,13.6,3942752
Rodrigo Hernández Cascante,Fabián Ruiz Peña,35.5,21.7,3942752
Fabián Ruiz Peña,Daniel Vivian Moreno,37.9,16.8,3942752
Daniel Vivian Moreno,Mikel Oyarzabal Ugarte,26.0,32.7,3942752
Mikel Merino Zazón,Mikel Oyarzabal Ugarte,67.8,39.3,3942752
Marc Cucurella Saseta,Fabián Ruiz Peña,34.6,0.1,3942752
Fabián Ruiz Peña,Marc Cucurella Saseta,42.8,9.5,3942752
Aymeric Laporte,Mikel Oyarzabal Ugarte,12.9,34.0,3942752
Mikel Oyarzabal Ugarte,Mikel Merino Zazón,36.3,28.9,3942752
Mikel Merino Zazón,Mikel Oyarzabal Ugarte,35.1,35.2,3942752
Rodrigo Hernández Cascante,Fabián Ruiz Peña,52.1,40.7,3942752
Fabián Ruiz Peña,Nicholas Williams Arthuer,61.8,18.1,3942752
Nicholas Williams Arthuer,Fabián Ruiz Peña,75.8,4.3,3942752
Fabián Ruiz Peña,Aymeric Laporte,66.7,24.5,3942752
Aymeric Laporte,Fabián Ruiz Peña,44.3,25.4,3942752
Fabián Ruiz Peña,Marc Cucurella Saseta,50.9,24.5,3942752
Fabián Ruiz Peña,Rodrigo Hernández Cascante,64.3,11.0,3942752
Rodrigo Hernández Cascante,Mikel Oyarzabal Ugarte,69.7,28.7,3942752
Mikel Oyarzabal Ugarte,Nicholas Williams Arthuer,86.3,28.9,3942752
Nicholas Williams Arthuer,Mikel Merino Zazón,99.2,13.4,3942752
Nicholas Williams Arthuer,Rodrigo Hernández Cascante,101.7,29.2,3942752
Rodrigo Hernández Cascante,Mikel Merino Zazón,79.3,34.2,3942752
Mikel Merino Zazón,Mikel Oyarzabal Ugarte,88.1,46.7,3942752
Mikel Oyarzabal Ugarte,Marc Cucurella Saseta,101.7,27.1,3942752
Marc Cucurella Saseta,Nicholas Williams Arthuer,113.8,22.7,3942752
Unai Simón Mendibil,Mikel Merino Zazón,7.0,42.7,3942752
Fabián Ruiz Peña,Mikel Merino Zazón,62.9,51.2,3942752
Mikel Merino Zazón,Rodrigo Hernández Cascante,72.2,50.2,3942752
Rodrigo Hernández Cascante,Fabián Ruiz Peña,65.1,54.4,3942752
Fabián Ruiz Peña,Mikel Merino Zazón,63.2,42.5,3942752
Mikel Merino Zazón,Nicholas Williams Arthuer,85.9,38.2,3942752
Nicholas Williams Arthuer,Marc Cucurella Saseta,106.8,12.3,3942752
Marc Cucurella Saseta,Nicholas Williams Arthuer,92.8,12.1,3942752
Nicholas Williams Arthuer,Rodrigo Hernández Cascante,90.6,3.7,3942752
Rodrigo Hernández Cascante,Fabián Ruiz Peña,77.4,19.4,3942752
José Ignacio Fernández Iglesias,Martín Zubimendi Ibáñez,62.7,80.0,3942752
Rodrigo Hernández Cascante,Aymeric Laporte,56.5,71.9,3942752
Aymeric Laporte,Fabián Ruiz Peña,49.5,48.0,3942752
Fabián Ruiz Peña,Marc Cucurella Saseta,64.7,36.5,3942752
Marc Cucurella Saseta,Mikel Oyarzabal Ugarte,69.3,10.8,3942752
Mikel Oyarzabal Ugarte,Mikel Merino Zazón,104.1,6.1,3942752
Mikel Merino Zazón,Fabián Ruiz Peña,103.3,14.8,3942752
Fabián Ruiz Peña,Rodrigo Hernández Cascante,83.3,10.3,3942752
Rodrigo Hernández Cascante,Martín Zubimendi Ibáñez,77.4,21.7,3942752
Martín Zubimendi Ibáñez,José Ignacio Fernández Iglesias,76.6,38.3,3942752
José Ignacio Fernández Iglesias,Martín Zubimendi Ibáñez,84.2,59.3,3942752
Martín Zubimendi Ibáñez,Daniel Vivian Moreno,76.0,55.7,3942752
Daniel Vivian Moreno,Unai Simón Mendibil,49.9,69.7,3942752
Unai Simón Mendibil,Marc Cucurella Saseta,22.0,49.8,3942752
Daniel Vivian Moreno,Mikel Oyarzabal Ugarte,22.2,33.2,3942752
Unai Simón Mendibil,Mikel Merino Zazón,7.0,40.7,3942752
Fabián Ruiz Peña,Mikel Oyarzabal Ugarte,84.2,4.5,3942752
Mikel Oyarzabal Ugarte,Ferrán Torres García,99.0,10.3,3942752
Ferrán Torres García,Fabián Ruiz Peña,111.2,4.3,3942752
Fabián Ruiz Peña,Mikel Oyarzabal Ugarte,109.2,2.8,3942752
Mikel Oyarzabal Ugarte,Ferrán Torres García,103.5,11.0,3942752
Marc Cucurella Saseta,Lamine Yamal Nasraoui Ebana,31.3,40.0,3942226
Unai Simón Mendibil,Aymeric Laporte,15.8,37.6,3942226
Aymeric Laporte,Marc Cucurella Saseta,18.5,26.9,3942226
Marc Cucurella Saseta,Nicholas Williams Arthuer,28.1,5.9,3942226
Nicholas Williams Arthuer,Álvaro Borja Morata Martín,58.8,14.3,3942226
Álvaro Borja Morata Martín,Nicholas Williams Arthuer,78.6,19.4,3942226
Fabián Ruiz Peña,Nicholas Williams Arthuer,71.5,19.0,3942226
Nicholas Williams Arthuer,Álvaro Borja Morata Martín,97.3,13.3,3942226
Álvaro Borja Morata Martín,Pedro González López,107.6,34.5,3942226
Aymeric Laporte,Marc Cucurella Saseta,63.4,14.1,3942226
Marc Cucurella Saseta,Aymeric Laporte,69.5,6.7,3942226
Aymeric Laporte,Fabián Ruiz Peña,61.0,14.1,3942226
Fabián Ruiz Peña,Marc Cucurella Saseta,64.2,23.7,3942226
Rodrigo Hernández Cascante,Pedro González López,30.9,15.3,3942226
Aymeric Laporte,Rodrigo Hernández Cascante,42.9,20.1,3942226
Rodrigo Hernández Cascante,Aymeric Laporte,44.3,34.3,3942226
Aymeric Laporte,Unai Simón Mendibil,34.9,23.7,3942226
Rodrigo Hernández Cascante,Nicholas Williams Arthuer,35.3,42.2,3942226
Fabián Ruiz Peña,Daniel Carvajal Ramos,63.4,29.3,3942226
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,67.0,59.0,3942226
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,69.5,48.8,3942226
Robin Aime Robert Le Normand,Aymeric Laporte,57.2,51.8,3942226
Aymeric Laporte,Marc Cucurella Saseta,67.6,30.9,3942226
Marc Cucurella Saseta,Álvaro Borja Morata Martín,91.9,10.4,3942226
Unai Simón Mendibil,Álvaro Borja Morata Martín,15.3,42.8,3942226
Aymeric Laporte,Nicholas Williams Arthuer,57.1,5.0,3942226
Lamine Yamal Nasraoui Ebana,Álvaro Borja Morata Martín,87.1,22.0,3942226
Unai Simón Mendibil,Nicholas Williams Arthuer,15.0,40.0,3942226
Daniel Carvajal Ramos,Álvaro Borja Morata Martín,37.1,80.0,3942226
Álvaro Borja Morata Martín,Fabián Ruiz Peña,49.7,63.8,3942226
Fabián Ruiz Peña,Nicholas Williams Arthuer,56.8,43.6,3942226
Nicholas Williams Arthuer,Marc Cucurella Saseta,83.7,6.6,3942226
Marc Cucurella Saseta,Aymeric Laporte,67.3,8.2,3942226
Aymeric Laporte,Fabián Ruiz Peña,48.6,17.9,3942226
Fabián Ruiz Peña,Marc Cucurella Saseta,56.4,19.7,3942226
Marc Cucurella Saseta,Fabián Ruiz Peña,57.8,8.3,3942226
Fabián Ruiz Peña,Robin Aime Robert Le Normand,56.4,23.5,3942226
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,55.8,60.0,3942226
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,56.6,75.3,3942226
Robin Aime Robert Le Normand,Aymeric Laporte,41.8,60.0,3942226
Aymeric Laporte,Robin Aime Robert Le Normand,51.9,24.1,3942226
Robin Aime Robert Le Normand,Aymeric Laporte,56.8,53.6,3942226
Aymeric Laporte,Fabián Ruiz Peña,56.0,25.8,3942226
Fabián Ruiz Peña,Nicholas Williams Arthuer,69.5,17.7,3942226
Lamine Yamal Nasraoui Ebana,Álvaro Borja Morata Martín,72.4,56.5,3942226
Álvaro Borja Morata Martín,Daniel Olmo Carvajal,87.9,63.9,3942226
Nicholas Williams Arthuer,Lamine Yamal Nasraoui Ebana,47.0,44.2,3942226
Lamine Yamal Nasraoui Ebana,Daniel Olmo Carvajal,64.0,57.8,3942226
Daniel Olmo Carvajal,Álvaro Borja Morata Martín,90.8,46.4,3942226
Aymeric Laporte,Rodrigo Hernández Cascante,72.2,9.7,3942226
Aymeric Laporte,Álvaro Borja Morata Martín,66.5,21.5,3942226
Unai Simón Mendibil,Daniel Olmo Carvajal,11.4,43.3,3942226
Daniel Olmo Carvajal,Lamine Yamal Nasraoui Ebana,73.0,50.4,3942226
Lamine Yamal Nasraoui Ebana,Fabián Ruiz Peña,96.3,71.9,3942226
Aymeric Laporte,Unai Simón Mendibil,14.1,9.1,3942226
Unai Simón Mendibil,Nicholas Williams Arthuer,14.4,38.1,3942226
Fabián Ruiz Peña,Aymeric Laporte,38.8,17.7,3942226
Aymeric Laporte,Rodrigo Hernández Cascante,28.9,18.5,3942226
Rodrigo Hernández Cascante,Fabián Ruiz Peña,28.5,28.7,3942226
Fabián Ruiz Peña,Daniel Olmo Carvajal,32.5,22.7,3942226
Daniel Olmo Carvajal,Marc Cucurella Saseta,40.5,33.1,3942226
Marc Cucurella Saseta,Aymeric Laporte,30.9,7.2,3942226
Aymeric Laporte,Unai Simón Mendibil,13.1,27.7,3942226
Unai Simón Mendibil,Daniel Olmo Carvajal,10.6,42.2,3942226
Unai Simón Mendibil,Daniel Olmo Carvajal,14.4,41.9,3942226
Rodrigo Hernández Cascante,Fabián Ruiz Peña,49.4,71.2,3942226
Fabián Ruiz Peña,Robin Aime Robert Le Normand,45.1,66.3,3942226
Robin Aime Robert Le Normand,Unai Simón Mendibil,30.0,60.9,3942226
Unai Simón Mendibil,Aymeric Laporte,15.0,36.2,3942226
Aymeric Laporte,Unai Simón Mendibil,15.3,27.2,3942226
Rodrigo Hernández Cascante,Fabián Ruiz Peña,75.4,39.5,3942226
Fabián Ruiz Peña,Marc Cucurella Saseta,77.4,23.7,3942226
Marc Cucurella Saseta,Nicholas Williams Arthuer,87.8,9.6,3942226
Nicholas Williams Arthuer,Marc Cucurella Saseta,102.1,6.0,3942226
Marc Cucurella Saseta,Fabián Ruiz Peña,92.9,8.8,3942226
Fabián Ruiz Peña,Aymeric Laporte,82.9,15.5,3942226
Marc Cucurella Saseta,Fabián Ruiz Peña,34.1,0.1,3942226
Fabián Ruiz Peña,Marc Cucurella Saseta,31.3,11.0,3942226
Marc Cucurella Saseta,Álvaro Borja Morata Martín,31.3,5.8,3942226
Álvaro Borja Morata Martín,Nicholas Williams Arthuer,55.2,11.1,3942226
Unai Simón Mendibil,Nicholas Williams Arthuer,16.3,50.6,3942226
Unai Simón Mendibil,Fabián Ruiz Peña,15.5,38.1,3942226
Fabián Ruiz Peña,Rodrigo Hernández Cascante,44.6,22.7,3942226
Rodrigo Hernández Cascante,Nicholas Williams Arthuer,63.8,18.3,3942226
Fabián Ruiz Peña,Robin Aime Robert Le Normand,66.4,20.5,3942226
Rodrigo Hernández Cascante,Lamine Yamal Nasraoui Ebana,29.7,55.8,3942226
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,67.6,65.5,3942226
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,93.6,76.7,3942226
Lamine Yamal Nasraoui Ebana,Rodrigo Hernández Cascante,70.8,69.9,3942226
Rodrigo Hernández Cascante,Aymeric Laporte,69.2,55.8,3942226
Fabián Ruiz Peña,Robin Aime Robert Le Normand,83.9,33.1,3942226
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,47.6,64.6,3942226
Rodrigo Hernández Cascante,Fabián Ruiz Peña,49.7,50.0,3942226
Fabián Ruiz Peña,Daniel Carvajal Ramos,64.0,69.7,3942226
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,70.2,77.8,3942226
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,47.3,63.9,3942226
Rodrigo Hernández Cascante,Aymeric Laporte,48.4,48.5,3942226
Aymeric Laporte,Rodrigo Hernández Cascante,50.6,29.3,3942226
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,46.4,47.2,3942226
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,54.6,70.5,3942226
Daniel Olmo Carvajal,Álvaro Borja Morata Martín,72.2,40.4,3942226
Álvaro Borja Morata Martín,Daniel Olmo Carvajal,70.6,51.8,3942226
Unai Simón Mendibil,Nicholas Williams Arthuer,21.1,43.8,3942226
Nicholas Williams Arthuer,Daniel Olmo Carvajal,55.8,44.1,3942226
Unai Simón Mendibil,Rodrigo Hernández Cascante,12.8,42.6,3942226
Rodrigo Hernández Cascante,Daniel Olmo Carvajal,51.6,50.8,3942226
Daniel Olmo Carvajal,Fabián Ruiz Peña,56.6,41.4,3942226
Fabián Ruiz Peña,Aymeric Laporte,51.9,28.0,3942226
Aymeric Laporte,Robin Aime Robert Le Normand,43.2,25.3,3942226
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,39.3,53.0,3942226
Rodrigo Hernández Cascante,Aymeric Laporte,44.3,37.8,3942226
Aymeric Laporte,Álvaro Borja Morata Martín,80.1,35.1,3942226
Álvaro Borja Morata Martín,Lamine Yamal Nasraoui Ebana,89.3,49.6,3942226
Rodrigo Hernández Cascante,Marc Cucurella Saseta,76.6,59.5,3942226
Marc Cucurella Saseta,Daniel Olmo Carvajal,67.8,19.5,3942226
Daniel Olmo Carvajal,Nicholas Williams Arthuer,84.8,19.2,3942226
Robin Aime Robert Le Normand,Aymeric Laporte,33.1,54.2,3942226
Aymeric Laporte,Marc Cucurella Saseta,37.1,35.4,3942226
Marc Cucurella Saseta,Unai Simón Mendibil,35.3,12.9,3942226
Unai Simón Mendibil,Fabián Ruiz Peña,14.4,39.8,3942226
Fabián Ruiz Peña,Robin Aime Robert Le Normand,35.0,47.0,3942226
Robin Aime Robert Le Normand,Unai Simón Mendibil,17.1,55.6,3942226
Unai Simón Mendibil,Álvaro Borja Morata Martín,18.5,39.5,3942226
Daniel Carvajal Ramos,Daniel Olmo Carvajal,57.2,80.0,3942226
Daniel Olmo Carvajal,Fabián Ruiz Peña,57.4,58.4,3942226
Fabián Ruiz Peña,Rodrigo Hernández Cascante,52.7,59.4,3942226
Fabián Ruiz Peña,Marc Cucurella Saseta,56.8,45.2,3942226
Marc Cucurella Saseta,Aymeric Laporte,65.4,12.1,3942226
Fabián Ruiz Peña,Nicholas Williams Arthuer,70.8,29.3,3942226
Nicholas Williams Arthuer,Marc Cucurella Saseta,87.3,19.3,3942226
Marc Cucurella Saseta,Nicholas Williams Arthuer,99.5,9.1,3942226
Nicholas Williams Arthuer,Rodrigo Hernández Cascante,102.6,8.5,3942226
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,90.5,16.7,3942226
Robin Aime Robert Le Normand,Fabián Ruiz Peña,73.9,60.8,3942226
Fabián Ruiz Peña,Daniel Carvajal Ramos,91.7,74.0,3942226
Daniel Carvajal Ramos,Fabián Ruiz Peña,90.9,63.9,3942226
Fabián Ruiz Peña,Robin Aime Robert Le Normand,83.5,66.8,3942226
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,64.2,55.4,3942226
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,61.8,47.6,3942226
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,85.3,73.5,3942226
Lamine Yamal Nasraoui Ebana,Robin Aime Robert Le Normand,85.3,69.7,3942226
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,67.8,57.0,3942226
Rodrigo Hernández Cascante,Aymeric Laporte,70.9,47.2,3942226
Aymeric Laporte,Nicholas Williams Arthuer,78.5,18.5,3942226
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,36.1,63.8,3942226
Robin Aime Robert Le Normand,Aymeric Laporte,27.1,55.0,3942226
Aymeric Laporte,Nicholas Williams Arthuer,29.1,36.5,3942226
Nicholas Williams Arthuer,Fabián Ruiz Peña,48.9,28.8,3942226
Fabián Ruiz Peña,Aymeric Laporte,40.5,43.0,3942226
Aymeric Laporte,Robin Aime Robert Le Normand,28.3,41.4,3942226
Robin Aime Robert Le Normand,Aymeric Laporte,43.1,57.0,3942226
Aymeric Laporte,Robin Aime Robert Le Normand,46.4,36.5,3942226
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,57.4,62.4,3942226
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,57.6,72.1,3942226
Robin Aime Robert Le Normand,Aymeric Laporte,37.1,63.3,3942226
Aymeric Laporte,Fabián Ruiz Peña,49.2,31.0,3942226
Fabián Ruiz Peña,Aymeric Laporte,52.0,17.7,3942226
Aymeric Laporte,Rodrigo Hernández Cascante,44.0,25.8,3942226
Rodrigo Hernández Cascante,Aymeric Laporte,30.0,41.9,3942226
Aymeric Laporte,Unai Simón Mendibil,27.3,29.7,3942226
Unai Simón Mendibil,Daniel Olmo Carvajal,15.5,42.6,3942226
Rodrigo Hernández Cascante,Marc Cucurella Saseta,49.2,26.7,3942226
Marc Cucurella Saseta,Nicholas Williams Arthuer,75.4,11.9,3942226
Unai Simón Mendibil,Robin Aime Robert Le Normand,8.1,29.3,3942226
Robin Aime Robert Le Normand,Fabián Ruiz Peña,26.7,58.4,3942226
Fabián Ruiz Peña,Robin Aime Robert Le Normand,35.5,66.1,3942226
Robin Aime Robert Le Normand,Fabián Ruiz Peña,33.6,53.6,3942226
Fabián Ruiz Peña,Álvaro Borja Morata Martín,38.7,71.8,3942226
Álvaro Borja Morata Martín,Lamine Yamal Nasraoui Ebana,75.8,58.7,3942226
Rodrigo Hernández Cascante,Nicholas Williams Arthuer,74.1,20.3,3942226
Rodrigo Hernández Cascante,Aymeric Laporte,86.1,61.6,3942226
Aymeric Laporte,Robin Aime Robert Le Normand,68.7,43.0,3942226
Robin Aime Robert Le Normand,Aymeric Laporte,47.6,54.0,3942226
Aymeric Laporte,Marc Cucurella Saseta,48.2,22.7,3942226
Marc Cucurella Saseta,Aymeric Laporte,57.1,11.0,3942226
Aymeric Laporte,Unai Simón Mendibil,27.9,23.9,3942226
Unai Simón Mendibil,Daniel Carvajal Ramos,21.0,43.4,3942226
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,83.9,72.6,3942226
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,110.0,72.3,3942226
Rodrigo Hernández Cascante,Fabián Ruiz Peña,77.1,62.4,3942226
Fabián Ruiz Peña,Álvaro Borja Morata Martín,82.1,53.6,3942226
Álvaro Borja Morata Martín,Lamine Yamal Nasraoui Ebana,94.7,45.0,3942226
Aymeric Laporte,Unai Simón Mendibil,49.0,53.2,3942226
Unai Simón Mendibil,Robin Aime Robert Le Normand,20.5,45.2,3942226
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,33.5,61.4,3942226
Daniel Carvajal Ramos,Fabián Ruiz Peña,48.1,71.5,3942226
Fabián Ruiz Peña,Lamine Yamal Nasraoui Ebana,61.0,58.7,3942226
Daniel Carvajal Ramos,Fabián Ruiz Peña,72.8,78.9,3942226
Fabián Ruiz Peña,Nicholas Williams Arthuer,88.6,66.0,3942226
Nicholas Williams Arthuer,Lamine Yamal Nasraoui Ebana,110.0,77.0,3942226
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,104.5,74.0,3942226
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,97.4,65.5,3942226
Lamine Yamal Nasraoui Ebana,Nicholas Williams Arthuer,99.1,73.1,3942226
Nicholas Williams Arthuer,Rodrigo Hernández Cascante,109.7,72.6,3942226
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,98.3,61.4,3942226
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,86.5,50.4,3942226
Rodrigo Hernández Cascante,Marc Cucurella Saseta,89.3,60.6,3942226
Marc Cucurella Saseta,Aymeric Laporte,84.2,11.8,3942226
Aymeric Laporte,Rodrigo Hernández Cascante,63.4,23.7,3942226
Rodrigo Hernández Cascante,Aymeric Laporte,65.4,32.1,3942226
Aymeric Laporte,Fabián Ruiz Peña,74.7,10.5,3942226
Fabián Ruiz Peña,Daniel Carvajal Ramos,74.6,19.5,3942226
Daniel Carvajal Ramos,Daniel Olmo Carvajal,91.3,38.2,3942226
Rodrigo Hernández Cascante,Álvaro Borja Morata Martín,92.9,24.1,3942226
Álvaro Borja Morata Martín,Rodrigo Hernández Cascante,60.0,40.0,3942226
Rodrigo Hernández Cascante,Aymeric Laporte,48.3,38.0,3942226
Aymeric Laporte,Marc Cucurella Saseta,41.0,25.5,3942226
Marc Cucurella Saseta,Fabián Ruiz Peña,66.0,2.3,3942226
Fabián Ruiz Peña,Aymeric Laporte,58.0,13.4,3942226
Aymeric Laporte,Lamine Yamal Nasraoui Ebana,43.9,18.3,3942226
José Ignacio Fernández Iglesias,Fabián Ruiz Peña,58.3,57.8,3942226
Daniel Carvajal Ramos,José Ignacio Fernández Iglesias,58.6,55.4,3942226
José Ignacio Fernández Iglesias,Unai Simón Mendibil,50.0,48.7,3942226
Unai Simón Mendibil,Daniel Carvajal Ramos,19.9,38.9,3942226
Daniel Carvajal Ramos,Daniel Olmo Carvajal,75.7,53.2,3942226
Daniel Olmo Carvajal,Nicholas Williams Arthuer,94.4,25.2,3942226
Nicholas Williams Arthuer,Lamine Yamal Nasraoui Ebana,104.9,21.2,3942226
Lamine Yamal Nasraoui Ebana,Álvaro Borja Morata Martín,106.0,53.8,3942226
Aymeric Laporte,Unai Simón Mendibil,6.0,30.0,3942226
Unai Simón Mendibil,Daniel Olmo Carvajal,10.6,42.5,3942226
Daniel Olmo Carvajal,Nicholas Williams Arthuer,69.7,21.6,3942226
Aymeric Laporte,José Ignacio Fernández Iglesias,52.3,5.2,3942226
José Ignacio Fernández Iglesias,Nicholas Williams Arthuer,49.7,12.6,3942226
Marc Cucurella Saseta,Aymeric Laporte,66.5,0.1,3942226
Aymeric Laporte,Rodrigo Hernández Cascante,41.3,11.1,3942226
Rodrigo Hernández Cascante,Unai Simón Mendibil,31.0,23.7,3942226
Rodrigo Hernández Cascante,Unai Simón Mendibil,34.8,64.7,3942226
Unai Simón Mendibil,Marc Cucurella Saseta,7.5,41.9,3942226
Marc Cucurella Saseta,Álvaro Borja Morata Martín,21.7,3.1,3942226
Daniel Olmo Carvajal,Aymeric Laporte,50.8,29.3,3942226
Aymeric Laporte,Álvaro Borja Morata Martín,48.6,32.5,3942226
Álvaro Borja Morata Martín,Lamine Yamal Nasraoui Ebana,69.6,54.7,3942226
Lamine Yamal Nasraoui Ebana,Daniel Olmo Carvajal,103.9,57.7,3942226
Nicholas Williams Arthuer,Álvaro Borja Morata Martín,26.4,33.4,3942226
Álvaro Borja Morata Martín,Nicholas Williams Arthuer,33.6,25.5,3942226
Nicholas Williams Arthuer,Daniel Olmo Carvajal,65.1,51.2,3942226
Daniel Carvajal Ramos,Fabián Ruiz Peña,21.3,27.7,3942226
Fabián Ruiz Peña,Rodrigo Hernández Cascante,30.2,6.7,3942226
Rodrigo Hernández Cascante,Fabián Ruiz Peña,31.0,18.0,3942226
Fabián Ruiz Peña,Aymeric Laporte,28.2,5.3,3942226
Aymeric Laporte,Unai Simón Mendibil,4.5,18.0,3942226
Unai Simón Mendibil,Daniel Olmo Carvajal,3.6,32.3,3942226
Daniel Olmo Carvajal,Nicholas Williams Arthuer,38.6,27.0,3942226
Nicholas Williams Arthuer,Lamine Yamal Nasraoui Ebana,46.5,41.8,3942226
